timestamp,rtt_avg_ms,packet_loss,jitter_ms,download_mbps,upload_mbps,bytes_sent,bytes_recv
2025-07-07 16:23:56,75.0,0.0,1.0,104.75,42.56,3545291564,9234586524
2025-07-07 16:24:24,75.0,0.0,1.0,106.43,44.2,3613893511,9379041835
